Post,Reacts_Count,Most_Reacts,Image,Group
"كي تكلّم خالتك إلي تعيش في فرنسا و تقلـها جيبلي أيفون و شوي  دبش...
هي :","2,1 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"محلاكم مع بعضكم قداه تحبو بعضكم...
هوما كل ليلة :",3 K,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
زايد ,942,Haha ,https://www.facebook.com/photo/?fbid=244152305058561&set=gm.853534526289267&idorvanity=227495968893129&__cft__[0]=AZWUnhGLH3Sv612wVZ_hHH6pV01cP4TxVlEpLCIm_oBJkbrG0pwTydoYOqTDAXNdKV0Al7xR_HA924mwHatkdFSOv5UnNk7GY5IRtlbEQI0bNDXYnuI6CD8oOaQWFPaDNzuT3gECvhD01OVaH2kzLjnYOxhUtC6yKQlpSKw1h04SRh_GiuTSIn3HbegBwjVFp7c&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
أنا أسهل انسان تنجمو تخرجوه من حياتكم لا نسألكم لا علاش لا وقتاش لا كيفاش,526,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Fact:,356,J’adore ,https://www.facebook.com/photo/?fbid=840332420761232&set=gm.856432135999506&idorvanity=227495968893129&__cft__[0]=AZVfLPRyANKFQckg5KjehvXlZVHcTi7PSvYIOFKVEq4xigyHq__HJwDD1dGjGcPG7YKnvwcf-BWGxOX4H3z4iJVfO6fXALceC1GDzaRXP24JUayZ-T4BMq9Suo1QpOrX-K9ssNar0LEkQ9DeUY0qnZmUMPN6DtZCGC1D9uaO3A-xuK4uIMrQ0ILDUkcLu87DvtU&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Lwe7d 3ychouh f ro3b,747,Haha ,https://www.facebook.com/photo/?fbid=213197211690036&set=gm.854644622844924&idorvanity=227495968893129&__cft__[0]=AZXZRi-zRG4DnKBzSMh5UBm1-9DJQyWqyvxb6erL3octTh72eb-gs3B9whz8jo8_wCGxHdJGJnq-Oz1FhMyUX47Fc_PUnH13KLQjfyOBToLPDSFYjBssHjyqyCjVbbGfPmNJk3MBEFV7MihCpEJMuDG6-ZxNSMs88l3k1msNRVZduK7MqWy6edvTlrZyIc2iXH4&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Chritelha cournou glace b 3d gatly elhajet lebsita hedhy tfarahny!!,796,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي تقعد معاها 5 سنين و بعد يعرس بنت خالتو :,481,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"النهايات اخلاق
هيا في ستوري كل يوم :","1,9 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
حتا نحنا عام جاي باش نعوضو Refusé 2023 بفرحة Admis 2024,2 K,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
أنا أول حاجة نعملها كي نفيق مالنوم نمشي نتكى في بلاصة أخرى بش نرتاح شوي..,"1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي تبدى تفطر مع داركم و يطلبك صاحبك علي بلعة :,326,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Soum escalope b 20dt bled tnejemsh taamel feha biceps yhebouk tamel feha dar,216,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"غير يجي الصيف الا ما نخليها بالسهريات والجو والخرجات 
اناا ","1,1 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
انا عامل فيها ساهي بعد ما كلمت 25g انترنات في يومين,"4,1 K",Haha ,https://www.facebook.com/photo/?fbid=781605993442763&set=gm.854717959504257&idorvanity=227495968893129&__cft__[0]=AZXqBzM6LD7MVhLGRcNVQHOPhacD6K1PPP6CJMEq9jUmrzxONoK7yAy3HO5Wf9oLlkzsQiQFQt-1FVrtJcvTFA6YPCxJnh8m_3VpuLTEbVKeJuNC42f2VkMmt5GefptCcJ1nN5O5popjkC9ZL9YH4i9Swt5R2OBgNfE1ldUMtA2QiJmATD33eL03r9A44IfR8CA&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
أنا لازم يزيدوني مع حروف العطف خاترني واو..,404,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي بوك يشريلكم كليماتيزور  :,"1,6 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"الكرهبة يفهمو الpanne متاعها مالحس , ومعانا أحنا يولّو ما يركزوش مع  les détails..","1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
yjewbk Ronaldo tw w me yjwbekch wehd njeh fel bac,"1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
نهار في coucou beach و شهر ستوريات,564,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"كي تقول لداركم ماشية بحذا صاحبتي 
أو ربي ايطيح فيك:",840,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
أنا في طوالات الصالة متع العرس بعد ما حشمت باش نشطح قدام الناس :,"2,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"اذا لقيت وحدة دخلت تترانا اعرف راهي مزالت كي قصتها مع صاحبها زعما زعما انطلاقة جديدة 
ههههه ",109,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
لبارح قلتلها نكتة من راسي و ليوم قالهالي صاحبي و هذا شي ميضحكش..,"2,8 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"هو : باز راهي تخمم فيا
انا : مسكين الراجل متاع الدبابز كل ما تتكسر دبوزة يقعد ينضف",888,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"خاسر 80 مليون على العرس 
جايب الدلاجي يغنيلو ""درويشة و عشقت في مسطك""...",277,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
نادي محبي الدبابز لي يتكسرو ف الدروج >>>,"1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"ردو بالكم تنجحو في حياتكم و إلا تلبسو  بالباهي و لا تبداو شايخين و متفرهدين 
فما ناس تتغشش ..",409,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Nhar bech tjiny jalta ena m souvenirs mtaa lfacebook,812,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
جاني القلق ، على بركة الله,542,Haha ,https://www.facebook.com/photo/?fbid=214915731518184&set=gm.856203452689041&idorvanity=227495968893129&__cft__[0]=AZUuXCMYvgx9MktPXsi39gw3S38xDLtTwHGmgLqWZXxgenYF2zyKhhIwdPmysW7OK-SCvgAbfRednGHyTPjQBNk2xVuFsaYs_qQiKC1eJfEJ0AgKQDqbZ4ENRQMT2pcvn7-Vpno8NYvGDN267sgbdiCMCaPhr1H2yd9JI8q8JIWnzJHfp_Qkbq_bD-o98NnruEs&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كيلو العنب ب 6500 الواحد يشريه معصور و ربي يغفر,276,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
أنا و صاحبي نتفرجو في ستوريات لعباد كيفاش شايخة فالوتلة و لبحورات :,"4,7 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"ليوم فقت بكري و قررت نبدل كل حاجة في حياتي 
و أول حاجة بدلتها هي رأيي ورجعت رقدت",422,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
الصلاة علي النبي يوم الجمعة فلنبدأ,429,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي تبقي جمعة ونتي تطلبي في امك تخليك تخرجي ووقت تخليك يقلك هو لا:,"1,1 K",Haha ,https://www.facebook.com/photo/?fbid=214578591551898&set=gm.855905272718859&idorvanity=227495968893129&__cft__[0]=AZXR3HJlh499_rj2C09NF_sTvogYUNgFE1BFFj2qWwH6ezni566ISLlRk0XSG0i-P3Eue4xkoHEuEzCg8JS4CAcdnmNYjSug7oxFOLWJzV9Cb2j02-aWr8zYGsdTuTc69bVNWa7oxNrc7sxnxHep45YquYPkTvJWsqtog7pZtc0sKwkZOcFy34TcjOvVNgfUiYw&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
هذا أنا عامل روحي شادد التلفون في الشارع بش نبان كاريزمة و عندي منعمل,"4,5 K",Haha ,https://www.facebook.com/photo/?fbid=282012844310534&set=gm.852195429756510&idorvanity=227495968893129&__cft__[0]=AZXFmxipSyDf1SEQZwfZRnReA5YEj_hfhdvLGd8V4ce6bvtiwjgg3nLFmIB-iR48tkK8YgCrprqdf7QTIFmoDfKQVU99PyKevFUTQWZfCA5G2na5JRyMyVfz_Ldhk4AyobXq6Vbi_BF-wsehEKrQb_VVdzFsoudQ4dAt8dWivN2lriR9omngrk53N9aph2IVZkM&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
تبدى قاعد في أمان الله :,"4,1 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
اختي  خارجة و انا نلهي في ولدها باش ما يراهاش ,2 K,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"""tw nshoufouk win tousel""",449,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Ena heya eli tor9ed tkhalini connectée t9oum tal9ani connectée,103,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Ena hyety dakhlet fi hit w heya t9oli mche w khaleni ty allah le yrodkom ezouz,303,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
الله يعطينا ثقة في النفس كيما لي يهبطو يشطحو هوما لولين فالعرس,947,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"C'était douloureux pour nous tous, mais nous sommes fiers de toi.. ",511,J’adore ,https://www.facebook.com/photo/?fbid=1011825233305636&set=gm.855759209400132&idorvanity=227495968893129&__cft__[0]=AZXkxt3RWJRdGacsj2XF1EJuSSukNYsmQZwLBYFHXrZQxvaExCnaPNffih4WoVLrDLttIo8f1iOfSi3qAIS8ZgrP9pjKuUR0ldYNN5XCTBFTyHvFkM04eIlUAQLjumRMSu02d2uApUt0wq-FUFnL8FnlmwrQzgrqp9-73Sp7rMy0kID66q1Qiumhimj1VFS6LXY&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
تطلعش تونس باعت الغلاف الجوي و خلاتنا منا للشمس بلادي و نعرفها تموت علفرنك,317,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
صاحبي كي يجي عندي للدار نولي انا الضيف..!,"2,8 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
نرقد 21 ساعة و 3 سوايع نعديهم دايخ من النوم,267,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"أنا أكثر إنسان نجم نسهر من غير سبب
وكي يكون عندي حاجة نسهر على خاطرها نرقد بكري..",42,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
قاعدين تعرسو و تجيبو في الصغار في بلاد انا نخاف نشري فيها سبادري أبيض ...,573,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
جارتنا لتو تزغرط تقول ولدها صحح في برشلونة,"1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"- Chesmek ?
- Sécurisée
- N3am ??
- Emna emna dhaher fik 7elba fel français","1,1 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"مزال 68 يوم و 18 ساعة و 33 دقيقة وترجعو تقرو..
باي..",195,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
السلام عليكم، فما حالة إنسانية مستحقة تمشي للبحر وشكرا.,182,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
مرات يركبهم جن ,634,Haha ,https://www.facebook.com/photo/?fbid=635812158506949&set=gm.855080336134686&idorvanity=227495968893129&__cft__[0]=AZWhwGXlcj6hQ-hMDhs87lwLc3tRQLb_7zNEQPiBvPjQT48DJmVRBNc4Hu2qlooj6TkUOuRbzmOXnQ0GDl6La-Wl2oZgUjF1DAmr2PezeYQyUUCqOL2I07hDVYfkTwCxH-NAkIbVHXWSbhqA-feYFlIULlpddyOz978MfZqAmww7vPzxPXCGUEWmEKJ4Nc-z9Sk&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"صاحبي mdaprem هزيتو باش يشرب قهوة و يتفرهد شويا
ياخي لقى صاحبتو مرندفة..","1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
لدينا في الدورة الأبطال أخوات اللهم ختامها بالفرحة والنجاح ,581,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"ضحكة الأنثى تزيد من جمالها...
ضحكة طفلة نعرفها :","3,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"إختم بها يومك 
 ","1,5 K",J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"شبيك تجاوب Retard أكيد راك قاعدة تخون فيا 
أنا :",395,Haha ,https://www.facebook.com/photo/?fbid=1261956558019397&set=gm.853552919620761&idorvanity=227495968893129&__cft__[0]=AZWTVBFINgCuw3uiIEhXgQqASmXjnKIl00etWdnoB1UJCm0MN0gzx5tyQT9T6IkkAiNpRZC_FOFPvdj-rLlbuSUwYgxY9VJctmo6vnMsRQssukH0DI3VFKOibaKO27OuaJhwUqJTpQ_MQzAALgYWPbiHk8cNHfuwRsR5y91Hp6aWC7Naa5wiNJr_MaAn7WKtAiQ&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
ان شاء الله متتضربش ولا تخسر الطرح الجاي طاح مستواها ورجع ان شاء الله الطرح الجاي تربح ؤتهز التيتر الإصابات تخوف أكثر من الخسارة,876,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"_Chesmek ??
_Souvenir
_Chnya ??
_dhekra dhekra thaher fyk te3b fy français",214,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
لي يحب يتعلم الدّبكة السّورية يخرج تو حفيان,629,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Mahleha e chmissa mtaa noss elil defya,198,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"عادي بروحي ماشي نشرب في شربة ماء 
تو هاهي البطاطة طابت و الكسكروت حضر",882,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
هوا راو مخو مسكر ويتغشش فيسع ويبدا يعيط على اقل حاجة لا مكنتي نا نحبو..,289,Haha ,https://www.facebook.com/photo/?fbid=795740135592034&set=gm.856453205997399&idorvanity=227495968893129&__cft__[0]=AZUwND5N7MMwr1Bx7Z1O9udRYaeAnsLYd9MnIBFA7V57a_wEhfvB1uQV0zl0yYCzRBMG8eQcFvhQdS1Z0amslFljxVXz32q1-jpxpKMHdX3DS27XKVDd-W1ME81pz3aPXEudIs9mPnbSweU4w3ezjMpFI55NyHFKIZYz4KUlOowfB5pVALtpt-BLlhMEU6x4KHM&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"يعني هاذم يتلمو و يخرجو 
وانا وصحابي عندنا 3 سنين انضمو في خرجة ولتو لا خرجنا",373,Haha ,https://www.facebook.com/photo/?fbid=215087768167647&set=gm.856327406009979&idorvanity=227495968893129&__cft__[0]=AZVihtBUgEJUB4J3FlBscOoL2MrOwDPtAo-QiN4A20k7Q3zU9GGtIS2R5AY1Rq-EIvaj-in9-BztxpgxyqcvefS4NN_78ErLS5Vl63Q9gKUmMyT0CxqOyWgy8PqE6h6V34GqGh6-9McQjIBVym9yHr4thVFjbANYqtyKxt6KPCaSSdlOFsbDBD84W0HlD4zmADc&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي تحل الفايسبوك وتلقى واحد خليجي باعثلك invitation,"6,4 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي تبدى حاجتك بفلوس من عند بوك..,501,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"اللهم إجعل 2024 فرحة كهذه الصورة ..
مركيه قلو نشالله بالنجاح ..","1,9 K",J’adore ,https://www.facebook.com/photo/?fbid=213920928284331&set=gm.855301469445906&idorvanity=227495968893129&__cft__[0]=AZVRo5DIws_Al4Rjt1lsNlsWfb1NjYv8fn9LlvSpXyeb4Kj86_PUcYWR0rtghgMDLTvOt8x7IgwqJFGc6ABOWlEHJ9JuI1bAwfBmHr_ZOJ2PUGtmmtJOxtK2miujEJ__lR9Aolfb3b6uSl2xlO4VMWKvgz9cncxPUNPwvrhYup5OrQms1MqbY56JxH16CgnnNVM&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
لكلنا شكري ,793,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
""" Fact ""
الـقسم لي جيت فيه في التاسعة أحسن قسم في مسيرتي التعليمية","2,4 K",J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
محلاها كي يبدى عندك فضايح صحابك في تاليفونك,768,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Markih,"2,4 K",J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Zayed twa Bech tloum aliya ,79,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
في باب المدينة ,185,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
صاحبي دعينا معاه حتى شبعنا باش ينجح فاللخر ما عمل لينا حتى حفلة,"2,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"هاذي ""
"" تحطيها كي تشري Porsche
موش كي تركبي ظوافر",661,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
اش تكون منكم هاكا السكبانة الرهدانة الي تقرص من تحت لتحت و عاملة فيها طيبة و ناس ملاح,792,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"لبنات الكل تستعمل في Victoria secret
انا فاش نستعمل:","1,9 K",Haha ,https://www.facebook.com/photo/?fbid=746727567027474&set=gm.743961013913286&idorvanity=227495968893129&__cft__[0]=AZXwYKnvoU3POUyZlvIXvGREKD3evP3McEb0O7muNgP83LlzkUs7L3o1tIRnRAKiykSD3WktYtcf79Tc_oAQuXgfVQNd7rF-LmHPMkRPoaChE1unqVfHpAMFRVuWyBX2iPOJQ4jd8IBeKTCv12Ug07YnFwtiVY4vS5CbtxOILqtJ4SfsmCEF2dvop-lRXv4aSFY&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
هاو علاش بنات تمشي للفريب,917,Haha ,https://www.facebook.com/photo/?fbid=636518758436289&set=gm.855883806054339&idorvanity=227495968893129&__cft__[0]=AZWC6IGhp8dYdwulmCESJ8rXKewQquA852Jf7CN1hmAfoTWQRmBA4e3csqvOXnlgn7FcSNxBCFey99tMbfoxVpTxc6kIkAMXaG0eSvzr7W6_l2IYFwrLT7oZNM4x-MdiZHmrXf5gQfiNzNZyQPo66yia_Y-0jZvIG9P-8-4mPDpTSVLIArwltSht7E2T5tnjg9c&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي تبدى حاط لكليماتيزور في 16 و يدخل بوك :,665,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"Kontra , 9alou score 9alou fac !!!",604,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي نتفكر لعام جاي مش باش نقرا مع صحابي في نفس القسم ,597,Triste ,https://www.facebook.com/photo/?fbid=213700978306326&set=gm.855099596132760&idorvanity=227495968893129&__cft__[0]=AZX3rG7AeWtXbyGZ9zopyML-l--CuLH0vwrLlr1qHmgj9yjvZdJfgf3gAYf9RjS6e9Ks7jz8iLzqwWBuiiN7reBaGtBfpcHBDC8mP3vebQk6Wn2tDttPygcYSSqPhZjKjHAeJYoxzYT_CHMZx9CNKkg-mujZinB9Q_6G-gaWJ0qlHgqaMdAnd40j37nRE1CaCLM&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
انا و صاحبتي كيف نمشيوا لعرس مع بعضنا :,"2,4 K",Haha ,https://www.facebook.com/photo/?fbid=1033739147507807&set=gm.606477067661682&idorvanity=227495968893129&__cft__[0]=AZWxqc4_1ALfk_G1hESYS4TO2GEo8ZVLqB04QQr6v7Pwh1_D1XHfJHUz3-GJ8vbhwOIO63H8sEFF8ypM-zCZnjAKo24FQGoCSswzYfTTuO0D7x75IGZwdnPsW6RsOOs4cvavTkjiLkEtAvtcYLddTpRv44mlH_HnBLawKadmFbzGS4pJZx_UfNXtQl8mZAT_AoY&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"كي يغر بيك صاحبك و يقلك اسكر باش تنساها
و بعد ما تبلعو تتفكرها :",510,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"ﻗﻠﻚ ... ﺇﻳﺎﻙ ﺻﺤﺒﺔ ﺍﻟﻤﻨﺎﻓﻖ ﻭ
 ﺍﻟﻐﺪﺍﺭ ﻭ ﺍﻟﻜﺬﺍﺏ","1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
المرحلة لي أنا فيها معرفتهاش يا نضج يا توحد,"1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
Mahleehaaaa,17 K,J’adore ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"لخوات مابيناتهمش فلوس
اختي قدام باب بيتي بعد ما تسلفت منها خمسطاشنلف :",33 K,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"أسمع كلامي وإرخف روحك تو الماء يهزك وحدوا 
أنا بعد مارخفت روحي :",150,Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"كي نحب نمشي نرقد قدام لكليماتيزور...
دارنا :","1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
تقعد اقوى لقطة في تاريخ ,"8,4 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
والله ما نحب نجبد سيرة حد أما فما شخص معين كي نقعد معاه نجبد سيرة الكرة الارضية كلها,"2,3 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
انا و صاحبي كي نمشيو للفريب :,"2,7 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"_الكورة خرجت؟
_اي 
_واحنا مانخرجوش !؟",23 K,Haha ,https://www.facebook.com/photo/?fbid=775997614224036&set=gm.853067309669322&idorvanity=227495968893129&__cft__[0]=AZXdFXDviMlyArBHhUALsIFqrJWhPlsXE4Xz0xRESWRIL4aJrFhvbKucBrcUgOprPQvGefR9nFBGQz4gAJ-X7q0nEItxJX7wcVxLYGSFoiBlL8VQkIBLUsaaQiS1GklFGUjxcEFcSaqfgLw81Sk3tjn6M8xVKUyXTryX8fhc9HuR85uAVAcQs_wARU4yUNCxcms&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
تسهر مبعد تفيق بكري ,"1,9 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
انا و خويا بعد نص الليل :,"1,1 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
انا حاسس فما شكون سحرني باش ما ندخلش ل salle de sport,"1,2 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"هههههههههههههههههههههههههههههههه
شي شي juste تذكرت الصيف الي كنت مبرمجلو","1,9 K",Haha ,None,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي نبدى مقيل و مبعد نتفكر إلي أني مزالي  شهرين  و نولي باك,12 K,Haha ,https://www.facebook.com/photo/?fbid=210777078598716&set=gm.852318056410914&idorvanity=227495968893129&__cft__[0]=AZX0NbVF24UEHmPJ6u2cgY5gR0jEBuorQNuN0fywF9gPNQW7T_DPN2Sc6KxdB5-mYC0ncI-yEo5HLs0hoI4wJ-nADjlL5UFhVlJlPBi4S0zP8omIywiw0oJsaD0Q11JIORbNKbDDKXp5W5YnTNiQKzZOuzL4AJ4pzsOcnlxDw5AJ2wzmH5OcqW5mf_qZqQggwOU&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
كي نبدل دبشي ونستنى appel من المغط صاحبي باش نخرج,885,Haha ,https://www.facebook.com/photo/?fbid=1365579037698734&set=gm.855356602773726&idorvanity=227495968893129&__cft__[0]=AZVhs2q_N7FAGWvrkev73aBm8R8uuFAiSRNdnAtFLywiE6AdbN7A51IVwHTqMH5vct8Vnhx0Xhz_KChy8VBLt3BcOk75xcz27EI0Pq38oc_6fqDe4u8f6A20w9JqhJxzz6F-YpefC0s9Tws9qciK4HXEjNZhCqWu1xMS9EFlip0c44l-k7RzAExF-IjDQYO5pzA&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
"هي : انشدك  نكور بيك 
يديها:","4,4 K",Haha ,https://www.facebook.com/photo/?fbid=1144787216087847&set=gm.590588309250558&idorvanity=227495968893129&__cft__[0]=AZVPMWBMbNEQ50FkIY6WJXg7cXQWDyQebFWPxASZzf2PVGZ1ps0qEDoYXGX0imjPg85IX2yu3pCreUCZUTBr09yJbH6AP-s_6ZiK30sNoPaXawCK0jIEl0D6iRZXfvoiY9iDeAacHm3pICCDSBvYDALqJcJRGI-u2Epu1kBGU_65U8lQSe4nMfCCh784DfFgVfQ&__tn__=EH-R,https://www.facebook.com/groups/227495968893129/?ref=share&mibextid=S66gvF
