Post,Reacts_Count,Most_Reacts,Image,Group
"تي هووما j'adore على تصويرة و مايحطوهاش خلي عاد باش يتمناولك الخير ناس مرضى الله يعفو علينا كان الحسد والبغض الله يجيرنا انشاء الله …وفات لهنا 
د.محمد سالم عبد الكافي",786,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"صدقنى اكثر انسان مرتاح فى الدنيا هاذى هو اللى تلقاه ما يركزش على حتى شىء اى حاجة بنسبة ليه عادية بالوقت وتمشى على روحها…بالحق الناس هاذم عندهم طاقتهم و راحة بالهم اهم من اى حد…مالا مافيها باس كيف نتعلمو منهم …
واربح راحة بالك
وفات لهنا ",739,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
امين يارب العالمين,1 K,J’adore ,https://www.facebook.com/photo/?fbid=794651765558938&set=a.574614667562650&__cft__[0]=AZW9mO2ygE5YZgKBd5j6dBZ2u1aH6PrJ47gvkjGAz8F68-jdljC907DopaZMISWHdyTJ_xLhgzkBc497VGElzKucWLdLtfvoFKTSnEm96jpOqdSvXgJ9itc9ArfMktVyn3lV4JImaXFAnIMWdu3Sh5Tfzg2JuGdGOpnpKzbb44Nw4FzczqM5wolwXdNjkyrcwME&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"الحب باهى أما صعيب علاش؟؟
منجمتش نستحمل بعدها…",371,J’aime ,https://www.facebook.com/photo/?fbid=794651445558970&set=a.574614667562650&__cft__[0]=AZXQEVlyZlvwq0k75-x8CHzo5OJBdlHmCy3LWoX6O-0PBWgS1VUl6jZ2oYmWxUr71y5MoR1iZvU7_pKJHgFqR5ULgKs0i0hv6FO2TCf4fE-7wK_hX7ZxiLTSxKZvh92Xyjo9Yv-mob1Ft10xH2UqOoVhygb1MGusSZxqdEZnykjiywlSRSSE-Q56tBAKxGk11aM&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الحب مرة واحدة ..والباقي محاولات ,412,J’adore ,https://www.facebook.com/photo/?fbid=794598755564239&set=a.574614667562650&__cft__[0]=AZXqKrSu8S9j4s-sATYGI-8w8lh_nMUBXhFzPe1eoBJ7l3LDg6t9sIXNnyEUh6MCquJmp_1gLUxPsd4HrbitlvrXVpmDaGFX1js4BbDTGtnCiFy2Oevgf_KGCvk3a-n3bVaGxihexbzbcaxGI8Ia1DR-HnuydIYRwkxnj761aYFTTY9IN-t-Uvx-9-ab4ixnEug&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
بلاهي معادش تقلي اختارلي تصويرة و بعد تهبط وحدة أخرى راك قاعد تعملي في العصب..,677,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"- الطقس سخون والواحد مش طايق روحو . 
= خويا وهو راقد :",685,Haha ,https://www.facebook.com/photo/?fbid=794554855568629&set=a.574614667562650&__cft__[0]=AZVYt2hu3H-wPQ4T72WFsxU9yPlUUGD1dsy0rmBeIpvXyjl219N6CS6pemz0fX5xNde3ILlCeFvEue2bbBlqv62YBPrH4M4UR2Tl8CLf-hJ4sdcCTjfTChTJE9Ja2ZVS4YVrLBpDZDUg8juF7E5K7A-wCzMBvDup6buTD52t4-B2X0tGhHALrL79FBE-3Xu-gds&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الحمد لله مانخاف من شيء,778,J’adore ,https://www.facebook.com/photo/?fbid=794501368907311&set=a.574614667562650&__cft__[0]=AZVnAIgOLXAtwNCS-QsDUjXHBPpEdS750sJfTHzfbIFl-Yp0DClEYIJWKY1WWCYlSWpl_mCtlla6wzVSXyO69_mnk9x9mWCg6S4JXbJFh3Kff6YJZp0Vk0mD7J8nVnhBnAmTRmUIuDc9VsVnY5ICteGYHi_VQPV3h-zTgeAVyH21Rkt4i4AfsmiHh_5r-oJi9-M&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
Y namouss saybnyyyy yhdyk o yslah rayek,194,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"صاحب للبيع:
وين يشوفني يقلي حل البرتاج",391,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
قريبا نهار نتيجة متع الباك:,798,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"Chkoun darhom 9riba lel bhar nji n3adi hdheh juste 3 ayam juin , juillet w aout",464,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"فى عوض طفيها وتحقرها وتهينها ميسالش وسع بالك وفسرلها واعتبرها بنتك واختك وكل شىء فى الدنيا …وقت ربى سخرك ليها موش باش تكمل عليها كون حنين معاها ومتكملش عليها …اللى يحب يعدى ويضحى موش من اول عركة تنبزها وطلعلها الدم الفاسد راهو اللى يحب متهونش عليه دمعه من عينيها …مالا وقت ربى كرمك بنوارة ستحفظ عليها على خاطر الفرص وناس الباهية فى وقت صعب فيه النوعية هاذى معاش موجود منها…
وفات لهنا ",1 K,J’adore ,https://www.facebook.com/photo/?fbid=793548425669272&set=a.574614667562650&__cft__[0]=AZXboa0wBTd7SioahbCgU5dUKeuAPa3GLZuie4zjv8ByKrJk72CH6McUdW6tSFYeGPvZwHbfRyX3buuieOWfUHm7F5_VOymu1awYs0IZcVl0og2oOVem-KEBhX01k4-7uufGUgicX3uwC1PSjqu3aAZao55yeurMQEGtK2TZZwDjTtXzfRt-r-0TCz2-RwSqiX4&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
22/03/2022 و ربي يجمعنا عل،قريب,789,Haha ,https://www.facebook.com/photo/?fbid=793522452338536&set=a.574614667562650&__cft__[0]=AZUx0oNxYAxjPIwOBrew_6iXl2MFbq8uDH1410jL8hrqbay9FH8l61WepU2Ewxhjcb22D-aGzRFo-kQwPFH-ZL7HNyOc-KdqD-yVzOKq9yt5xZjrwFTP9KqfMoGfB3KGCnDy3sfqWF_MXH9MWicR9gv7kRTkHkQuUF2p3zuoZ1cE-3MLXd5Z2jDfg5leJs7D6ZQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"العباد لي مش مصوحبين ولا خاطبين ما تكلمو حد 
شنية تعملو في الليل !",745,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
خبز و دلاع,230,J’aime ,https://www.facebook.com/photo/?fbid=793515395672575&set=a.574614667562650&__cft__[0]=AZXwaRSYcgf05GfTQ6HYK4DuAcSjw-ZgfUHkwxiVcrQ1ts-Fhjm18WNR8sovG35BXnCp6hzRIkKE-88kUZkbd4HhqHAmSK7gtPb4c0tExxzR6-8DyT8EWoN0S5_4pChb6vYFpeT0EiUqu7wmtg0rzcuZ9bGJUsbxTPfLIeXNlNquh86E-MYZRmVDJ0oQFF6fAqA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"خوك راهو هو السند بالرغم الاختلافات اللى ما بيناتكم اما رد بالك تغير خوك ولا اختك …الدنيا فانية وتتكالبو عليها وتتعاركو وتقطعو بعضكم على وسخ دار الدنيا راهو عار كبير وغضب الرحمان …مهما الدور الدنيا عليك والله ما تلقى كان خوك لا تقلى هاذا صاحبى ولا هذا حبيبي خوك خوك …الله لا تحرمكم من بعضكم وربي يحفظكم 
وفات لهنا 
د.محمد سالم عبد الكافي",743,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
النفسية محتاجة شطحة كيما هاذي,"4,7 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
وكي يدور بيه النحل ويولي في مشكلة اخرى,"1,6 K",Haha ,https://www.facebook.com/photo/?fbid=793225695701545&set=a.574614667562650&__cft__[0]=AZUdkKiHOlAMlDotqg0GY40QRIDI7ZPIK2nFuSM0P-zLgy1KQMN51GFCxBlgNbbs6ony9bSYB6L30IFDcPozYvc_sn1Vg9tznz8ujph8c-txD0xHiMyKyw0t7HjkJYueJj0vsW7Qve-zYL6BTrIiVCMqwUZC2hBIxXsM1pt5elge8wm31NnqD6mQS1LfOUSpSDE&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وتشاء أنت ماتشاء.. ويشاء الله
لك من الأقدار أجملها",644,J’adore ,https://www.facebook.com/photo/?fbid=793219509035497&set=a.574614667562650&__cft__[0]=AZVyQos8SM18OF5W07DMhRttL7evviZLrm-_S2bfQ-C82uP0S6osJZ6moPsEXCSh-ruIqYlBaE2fHtQ0_PG4wY1EnwbogG9y4E-fNUpyXraMpe1OQYg0XbX6y-cD8zIkxhz5DLBWTWl8_GJnxOHhFBj4wVPohYDNrkMHOQi8HEpwPlrlxkOJDLPT7j97EqOh_9s&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"إلي en ligne و شاف statut هذى ربي يعطيك فرحة تنسيك إلي فات الكل ..
د.محمد سالم عبد الكافي",2 K,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"أوقات الضحك عندي :
_ كي نبدى نحلف 
_ كي يبدى حد يبكي قدامي 
_ كي يبدى حد ينصح فيا",794,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"قداش من مرة قلت فيها علاش ياربى صارلى هكا من بعد بالوقت اللى هو ربى نجانى …صدقني عطاء الله فى المنع متاعو والخيرة فى ما يختاره الله 
وفات لهنا 
د.محمد سالم عبد الكافي",782,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
لا تقلى فلوس ولا محواس ولا شىء قدام اللحظة هاذى مع الحب,961,J’adore ,https://www.facebook.com/photo/?fbid=792909595733155&set=a.574614667562650&__cft__[0]=AZUFyP9r037c9v693q-J1Pbf-9TaHgmtI4ihOIIqys6Bs5JgfxMhft_tT-roL3MCQHtkSq2m4Q1lSMfL7rcqWJ-rcV22lgXBTnCD07G9LqGyEdt_1760HG8uMOr4LGnhPrkBZCUwboiALxSjDi5kUq89hhI_4yo_v9w-u7jsfk-7TVk-zW3dNz6z1Tf49C2OpC8&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
سبحانه,"1,4 K",J’adore ,https://www.facebook.com/photo/?fbid=792762752414506&set=a.574614667562650&__cft__[0]=AZUmdaDTiBsAlv8ghcRPQskKKo4GTO9s_2f9CaIYbephv087zHHm7VtsotobZCwpfHDJUM16lp2C749AgG6RSS7uPXZejiWL7XR3R47Ppm--GraITXktPfzSAKJqAM2XQUcTAY0tGAXwyZmXpFgbkP9Z1erIgWPZ1P0ukVPsUExtLT6PPO31q8RG-U9eojD-XmU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"Tunisie aujourd'hui
temps pluvieux ","1,4 K",J’adore ,https://www.facebook.com/photo/?fbid=792348919122556&set=a.574614667562650&__cft__[0]=AZXa0sd5-7Mm1DiMr7Xo2pbqQUW9ymwituRIsSAJe_GOGeMLOesyq6oSKN_uLULmuyy9Gc5oBUrUaq8jlGuq-4QT_gfVUtjmbrXTgohSDXP0YZEDoyHNz3hhNFOZyL6c0iFvpSjJnDn9Th1aC4bA3NxOasyKSxynP-pgJ3SUuww2mCGkeZx33SsBpY-SFUpbli0&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وقت الشدة تعرف حبيبك من عدوك كيما مرضك وانت فى عز وجيعتك اما مادام الحال بالمحال…والرجلة والشهامة فى عز الليعة تضهر المعادن وكل شىء يبان …منجم نقلك كان الاصيل يبقى اصيل فى السراء والضراء…وفات لهنا 
د.محمد سالم عبد الكافي",358,J’adore ,https://www.facebook.com/photo/?fbid=792348445789270&set=a.574614667562650&__cft__[0]=AZW3W_x8COvykkvRnY8jJZIjV57LDxaN4nnuVz3STKzPj0yjCjKggzIqR1AtTKDENz_QAi_cjar1cvDlGKWX4Y3lFttXu2cuL_kasSOdENI-dXwPiAPUO9k5f78e2S6z2boDOBmAAWMjqjO4YZSeMMllPzmE9NxW19agbBV3Vi7CdXHKt2WWKKmkCi1-B-yKvZg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
محلاها وقت تكون النهاية كيف البداية…,900,J’adore ,https://www.facebook.com/photo/?fbid=792337999123648&set=a.574614667562650&__cft__[0]=AZUm4epH0xi_39chc19AsuHCRI4Sc2sRDXF7SY6Mg87vbfnshFFFWtg19e-DN_dbOkMISw94veImlpqTjqE8TtSm06OcmX4pHOR9WflpjVIRAPchtuxqfadgiWP5YrlpUduaTk67YmGnWTpaR_6PnCEC6LU59n616ACTne_hpfT4VlOjPly31HTotXVuSLUlvI4&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"شنو سر  في جيل تسعينات الي قبلنا عرسو والي بعدنا عرسو ايه وحنا 
 وقتاش ولا احنا نفرحولهم برك
ونصفقو وكهو و مهمتنا توفا  ",625,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ديما تلقى زوز صحبات وحدة وزارة تخطيط ولخرى وزارة تنفيذ,552,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
نبذة على صراحتي و بروديتي في العلاقات,"1,3 K",Haha ,https://www.facebook.com/photo/?fbid=792318549125593&set=a.574614667562650&__cft__[0]=AZVlYm0lJh-Dto0k_HVMM8yLVCdS_QDFW83TOMvrTy1G1HuznVrDQsHYD7RolRE2jjDl9ofZ6yl4GV5GJIZELJRK42J_FsfYcC3o8LiRRQMVmyIxkSrrV1JHtt4qBTBz3kaNN9Wi8w39QDAVqJRJcVcrb0RUqj1b246tG9dxw-EW8f2ay9xfoNMhsW8zknvFwjY&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ساعدت لازمك تكون قوى بالرغم المصاعب والعراقيل اللى صايرتلك موش حتى على خاطر روحك على امك وبوك وقت يشوفوك انت هايم وسارح ويعلم بيك ربى هوما يباتو النوم ما يعرفوهش …وقت العايلة الكل ترا فيك الدنيا الكل رد بالك لا تغيبهم…فرحتك هيا اللى تزهيهم وكيف تتيقر  بدموعك التعبهم باللحق حاجة هاذى هيا اللى تخليك قوى ومستحيل يهدك حد هذاكا علاش على جال عايلتك لا تسلم فى حقك وبيهم تكون اقوى مهما يصير…الله لا يحرمنا منهم يا ربى…
وفات لهنا 
د.محمد سالم عبد الكافي",496,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كيف يقلي حد أعطي فيا الثقة .. 
 نتفكر امي كي تقلي ايجا منضربكش.",760,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ما تتفجعوش هاذم الجماعة إلي راكشين عندي في الفيسبوك ,"1,3 K",Haha ,https://www.facebook.com/photo/?fbid=792276962463085&set=a.574614667562650&__cft__[0]=AZWGBWfgnG_kh8RbQc7L22tHaFVl8V6cFGkTQqe20WFsOYWehfBeh2iXWAQSzpSgfKH9T1Fww-BAdAY1EYziDfYjJ_i-Haegv514thldnmXtQt4ZY9cnghSMDwM_KeUwe7qO9QNnR9r2-HPMZvLq0FO9G8x9oiLeBFeCLD1hvOQWqMvf-jaRW3aUKgUliNp6Uao&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
نفلي,360,Haha ,https://www.facebook.com/photo/?fbid=792137429143705&set=a.574614667562650&__cft__[0]=AZUK9y1QjlK2UJlBsloKadjjjUqcUKnAcg14-AV8D-dfDi74YJa4YiYPpxnLR53ikp0suJucC1C97vXHnuFCoTc24NgpcyX8TF8QlDh1HY_Uo_Q8ZP7o1reiF3Rtod2vEwV65O8G_kBvR5ko7DHXc0pOuykeDNCUgpjDtUfx8HaHxr4MN2ov95jALRGR5cMi3OM&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كيف تبدا تتسبّب باش تقصّها,767,Haha ,https://www.facebook.com/photo/?fbid=792137079143740&set=a.574614667562650&__cft__[0]=AZXSDDABpEJnA2kwOJtoKhhhrAdrsEIg3xH4qct25wxA0I6HEF1n-wBwd9829mdAuiWe7vIVNy5yEnVGGyudKtj2NlCKI41GyZaKWtfIirVb-m-x_xSkgSkelYCLQ4oVu82jt1jECoNKlpTvzhW25UziPBh_FP-16yZivstHLhMDO4Y3Za4LgvhKfTDy_9MaODQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ما فهمتش علاش لبنات لقصار يحبوا يطوالوا و هوما أحلى حاجة في الدنيا,531,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
وشبني ساهر لتوه,700,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ساهر مع حب قلبك و الا نعملك كسكروت معايا ؟,220,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
قداش من وشواشة ساهرة معاكم ؟,210,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
عندي صاحبتي كل ما نحكيلها حكاية في عوض ما تستر عليا تلقى فيديو على نفس الحكاية تمركيني,"1,6 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي تكذب عليهم فالcv ويقبلوك ,890,Haha ,https://www.facebook.com/photo/?fbid=791693629188085&set=a.574614667562650&__cft__[0]=AZViLK1W1JBQsi4bTYM3Gic_fCPkNJw8ffmWJymkNquqbASn7e01Ri5sZkd8Y2wj2qJp8ZCmyBzWgebTIJmpaZj004CuNaKMoSXff14TvznYuMVJyYWg_caXU-0KFjzSHMheNn1cDVKpc9E8hVOS1hQ4w9mim1CIALRLEK4CTcDoIEQAUjA5RO2hQzca1lU3GNc&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"و كم من عيش خويا  تحوّلت إلى عيش حبي 
  غير  شوي صبر اكاهو !",795,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ههههه هذا واقعنا,875,J’aime ,https://www.facebook.com/photo/?fbid=791498165874298&set=a.574614667562650&__cft__[0]=AZUdaLQkxuQhNp6a4FzU2ShzKchRKsFbjoDT7QtL1D-X1LrKJTVHfRRBnPrDjhlPs6zzcrnJGeWughkdTvXvUOoomkY6jjEGWbeLMJT7amFYie-3u21906q4XDaMfW9dWo0HjT0Zc3A8jA2uHYuskYAHxXey1mip50kyUVOL7l_vfWv7VEhpFB6tC7GVgdvHQKI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كي تخدم في دار زوالي 
ما يحن على الزوالى كان الزوالى…","1,6 K",J’adore ,https://www.facebook.com/photo/?fbid=791495145874600&set=a.574614667562650&__cft__[0]=AZVMSpuGGtLKmqeaMr0fDqUYL5vtCtbiShskwASpvUflzUtWxK94VqDApBUKgR46LVzs6G67T68PanU73Bq9DAWtkMQDwPscg-HRMo4vemyGmBMtuam_HxrJunY40rUlnZKwdm0JNX9GhNOrXsTeoyIaZR_fFlR24ubZAtf8WxX2c_UWxPqXeaAomCZJ4zaDrfc&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كل انسان حطو ربي في طريقنا يكون درس لينا كان باهي ولا خايب …ساعات تسيرلك حاجات باش تتعلم منهم باش تقويوك 
رد بالك تندم كيف تصرفت بحسن نية…عامل الناس بأصلك و أتأكد كل ما تصعب عليك ربي يحلك الف ثنية 
وفات لهنا 
د.محمد سالم عبد الكافي",669,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كان حسيت Wifi رزن اعرف لي فما شكون يستعمل فيه معاك
ومنيش نحكي على Wifi","1,1 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي تصوحب طفلة في ظرف شهر تتلهى بيك و تنحيلك الدخان و الشراب و تولي تصلي ..,789,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ايهما اصدق حب الماسنجر اما حب الواتساب...!,668,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
أصعب إحساس…,127,J’aime ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي يهزكم صاحبكم للبحر بكرهبتو و يقول نكتة ماسطة ,860,Haha ,https://www.facebook.com/photo/?fbid=791021359255312&set=a.574614667562650&__cft__[0]=AZWofATsQ9Tg-Ukvofs882qARo3zS8aBN9FbfRWJHI7dtSeVOs536hzL7CbklEqf6GHRVqNRtKXQiKCEB7vNZstM135fEVS6IGn5uXL2KGKkBP5am4XgNmh-yTCE1NNB_6gvbG3LNMjGqJ9mAVZK96huadCap0qFOWsIGW-X-_yM9UGQHgYCgnKmvQEJCKKVyZM&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"قداش نحبها الكلمة هاذى ما هنتش عليا نحس اللي يقولهالي يحمل بداخله حب كبير ولا ما هنتش عليا نشوفك متغششة اليوم لازم نرضيك ما هنتش عليا الحاجة هاذي تبقى في خاطرك هذاكا علاش جبتهالك… ما هنتش عليا نرقد وانت ساهرة نسهر على خاترك بالحق من اقوى الكلمات اللى نحبهم وقت يبدى عندك شكون يحبك بقلب ورب مانهونوش عليه خليه فى عينيك…
وفات لهنا 
د.محمد سالم عبد الكافي",677,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
العروفات  نهار اخر....  ,"4,3 K",Haha ,https://www.facebook.com/photo/?fbid=790948462595935&set=a.574614667562650&__cft__[0]=AZUrWPWZZY9Fzz3xBB7MY6-6E27gmxA9GIFqnU67Fa1ciHY90kJEI4ygDjRM18JW6SznG0WJZZgUpAbHZdaYg3B1n_COWvLNYFhczFlxAUVU9WIrXEqpqUeQN-0jf4FFBs1qkVE1yUhpWdyxBiZWeENkIyls2B9Ty-gd0nyB86qSzLBEONDs6eGVe6j2SGbRN8c&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"انا قوية وصنديدة وكل أزمة نتعدى بيها ولا مرض ابتلانى بيه ربى كان ما يزيدنى قوة وحماس باش نوصل حلمتى …صحيح نتوجع وندعثر ونطيح اما عمرى ما نفرط فى طموحاتى …اللى عند ربى عمرو ما كان مستحيل ورب الناس ياتى كان بالخير…كل تجربة ولا ضيقة فيها معانى كبار باش نفهمو روحنا احنا وين و مع شكون اليوم مرضة عرفت فيها ناسى وغدوة العلم للله …والحمد الله لو وضعت الاقدار على ابن ادم كيف يدير الله امره لذاب قلبه محبة وخشية لله مالا ولذا ربى احن بينا على رواحنا فلا تبالى…
وفات لهنا 
ياسمين مفتاح",302,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
راموس معرس في الزيتون وأنا طالبة عليا صالة بـ 8 ملاين,983,Haha ,https://www.facebook.com/photo/?fbid=790922999265148&set=a.574614667562650&__cft__[0]=AZXdtQcvA8WyjkdBGVC4BE1IcybToHX2U5GUfbkhVbz1gcUFAmPR0S4g7MMiHSSiWViJ7yJEy4d5WIePuiQ-5G1hvYLf_I-HgGM7qa4mEcahAjOZIYuTSPgsQd9wktPqmOfj6BFpgd1svPrz84wQ4QtisH2q7PhICwvyQaFF-ENPtCCN1JtSDosr-WMMiRpR0xg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
وأنعم باالله العلي العظيم أحسنت النشر,"1,2 K",J’adore ,https://www.facebook.com/photo/?fbid=790848525939262&set=a.574614667562650&__cft__[0]=AZV-BYvNYwgnNz8qfqgDbd_vaTiAnVdr56qIqnsymK4UJrOPXZc1q-Wg1cbAc-ylhMJXFHyd402RC6Vj7mX7Le41Y7ViJ_syH_pso8j79kGLAtDXmdmw8f8EiIVWsodAATsCL95Ye5j7Jf96IbEYCeNP_cIm1u_RvZsLb_7ANjoy71aJCbVfDMr_0ubMJwUTHXU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ك يسألوني شعملت ف حياتك 
أنا :لاكس رجعتلو مرتين",1 K,Haha ,https://www.facebook.com/photo/?fbid=790543025969812&set=a.574614667562650&__cft__[0]=AZXqfbH_JVU9EvWsAO65Uv9Hivx6r_cx14RFz51qSCzPFEY0WyarpBoMBixioFkXu32enU-QMEZmbeUNsGtT7ul6Xy45n8ygQ5xyQctXrA53u-mRqja0cT_1XlFOug5Z1-PcaxtFQqK8yTPKn1XxPZNOj9UQQ1S7j3APLIXhgFkoSC2BX-xOYCPlA_XX1nc7Q2Q&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
قالتلي مساء الملوخية وقتاه تهزني للبلدية ؟ ,869,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"عرض خاص لاصحاب الباكالوريا 
دعاء سامبل : 50د
دعاء و تحفيز : 100د
دعاء + تحفيز + طريقة حفظ الدروس في خمس دقائق : 250 د
انشاء الله بالنجاح للناس الكل",357,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ورجال مكانش,"1,2 K",J’adore ,https://www.facebook.com/photo/?fbid=790411949316253&set=a.574614667562650&__cft__[0]=AZUQrGOW7cxD4_nZCjOAJMGArro-5w00vGUcD3cAeMFcgkHWjdftTQdhJQZm-36kgPKUT1leoPfn8Nmpr1LGsGCk2vggqqsmZUvAydeGA3PjvMnAV-2nv09v1Rb_GiOj3-MNn8G6H7oT8RBY9B5WSB6Ty9yIBtHpzLo03RV8R23n6FPCy7QnIHmPiHogRhHAkdA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كي تضرب رانج روفر موش بلعاني...
الراجل الي يهبط منها","1,4 K",Haha ,https://www.facebook.com/photo/?fbid=790405355983579&set=a.574614667562650&__cft__[0]=AZVvQmOyIaGvSHjI_mozIoQ-Ux8tr48ixLd74PGv8UsUFZHT2u0DaB2JJZ55EEQa6LrHqp5fGrsiK428yZc576cYL5zIbM6qst1yYEAKmY3FxkzEhJIg0Ydwoo3eh2yigY8JJem7oltHw2YI_1A06vbePxGNg8NkigFuiZMGY9l0SD046yeVquhIOueXPj6T5oU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يفيق الخمسة متاع العشية، يفطر ياغورطة و باكو سمايل و زوز ليجار يعرض صحبتو قدام المعمل تخرج الستة ياخو منها عشرين الف و يعطيها زوز شلابق و يقلها معادش تلبسو السروال هذا محزوق وتروح فرحانة  تقول حبي يغير عليا,"3,2 K",Haha ,https://www.facebook.com/photo/?fbid=790296885994426&set=a.574614667562650&__cft__[0]=AZVHllsb8UUPYIPjrqZk0bjEIqE0W__HY_eoDafwsKw06u43cB91n7BaAIvYNA5u4PtCStApK1wFGnawd-ZDe4-njfoBtzk_1XzzNW75izyTg2Orx-fncZZjIkYQsalqKQXvEsu8xgUcFMFZWKII-Wi7rnfhT4y7ibjdLkLz9FXSl2dlNCt8UmrUrivfJZgdkFY&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وقت يبات الحس باش تتكلم لوجيعة يبدا التخمام و تتجبد الذكريات ويطير النوم  وتتحير لمواجع … الراس على لمخدة  والمخ سارح لبعيد  العينين مغمضة وتشوف والقلب يرعش من الخوف وما يفرجنا كان اللى ما ينام الليل … وفات لهنا 
د.محمد سالم عبد الكافي",415,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
